,Registered Voters,Years in Use
361,3380.0,4.869536287447572
362,5494.0,4.869536287447572
363,6882.0,4.869536287447571
364,9643.0,4.869536287447572
365,5473.0,4.869536287447571
366,6366.0,4.869536287447571
367,5002.0,4.869536287447571
368,3291.0,4.869536287447571
369,28476.0,4.869536287447571
370,8843.0,4.869536287447571
371,7039.0,4.869536287447572
372,5029.0,4.869536287447572
373,11273.0,4.869536287447572
374,4511.0,4.869536287447572
375,4132.0,4.869536287447572
376,20820.0,4.869536287447572
377,20044.0,4.869536287447572
378,6935.0,4.869536287447571
379,17814.0,4.869536287447572
380,16861.0,4.869536287447571
381,35193.0,5.895629029958057
382,14189.0,4.869536287447572
383,31544.0,4.869536287447571
384,6720.0,4.869536287447572
385,39381.0,4.869536287447571
386,18765.0,4.869536287447572
387,57869.0,5.895629029958058
388,9781.0,4.869536287447572
389,17565.0,4.869536287447572
390,10967.0,4.869536287447572
391,9831.0,4.869536287447571
392,6951.0,4.869536287447572
393,11524.0,4.869536287447572
394,15049.0,4.869536287447571
395,28843.0,4.869536287447572
396,56125.0,4.869536287447571
397,27782.0,4.869536287447571
398,11778.0,4.869536287447572
399,6378.0,4.869536287447571
400,1892.0,5.0
401,11886.0,4.869536287447571
402,14055.0,4.869536287447572
403,1445.0,5.0
404,8610.0,4.869536287447571
405,23068.0,4.869536287447571
406,5125.0,4.869536287447572
407,10079.0,4.869536287447572
408,2992.0,4.869536287447572
409,1894.0,5.0
410,11004.0,4.869536287447571
411,16140.0,4.869536287447572
412,3885.0,4.869536287447571
413,21401.0,4.869536287447572
414,6205.0,4.869536287447572
415,3359.0,4.869536287447572
416,3154.0,4.869536287447572
417,2064.0,4.869536287447572
418,14296.0,4.869536287447572
419,1800.0,5.0
420,14953.0,4.869536287447572
421,2393.0,4.869536287447572
422,3742.0,4.869536287447571
423,4184.0,4.869536287447572
424,9105.0,4.869536287447572
425,11681.0,4.869536287447571
426,7567.0,4.869536287447571
427,9347.0,4.869536287447572
428,15049.0,4.869536287447571
429,7921.0,4.869536287447571
430,10888.0,4.869536287447571
431,658.0,5.0
432,18838.0,5.895629029958056
433,3668.0,4.869536287447572
434,2931.0,4.869536287447572
435,5609.0,4.869536287447571
436,3916.0,4.869536287447571
437,1523.0,5.0
438,1238.0,5.0
439,1358.0,5.0
440,11148.0,4.869536287447572
441,10746.0,4.869536287447572
442,3057.0,4.869536287447571
443,6313.0,4.869536287447572
444,1231.0,5.0
445,2366.0,4.869536287447572
446,6736.0,4.869536287447571
447,11495.0,4.869536287447572
448,6193.0,4.869536287447571
449,133534.0,6.0
450,411360.0,6.000000000000001
451,197476.0,6.0
452,469969.0,10.0
453,171409.0,10.0
454,19058.0,12.0
455,131530.0,9.037468489204196
456,18411.0,7.1251973672556135
457,443257.0,1.9484240687677714
458,1154301.0,13.07053721014016
459,8287.0,4.921721772468543
460,155146.0,3.943570231887873
461,119606.0,8.0
462,157769.0,4.812657553979016
463,264077.0,13.047176162963991
464,42504.0,8.0
465,19679.0,7.465455288672279
466,11193.0,8.0
467,653005.0,2.962531510795803
468,216329.0,4.88759453238741
469,96867.0,4.88759453238741
470,7579.0,7.078278227531457
471,27065.0,7.110723117697673
472,13235.0,8.0
473,7105.0,5.999999999999999
474,11304.0,6.104370970041943
475,7144.0,6.104370970041943
476,13078.0,12.0
477,17897.0,7.078278227531457
478,143703.0,10.0
479,63941.0,6.163617082908153
480,869744.0,2.88759453238741
481,10852.0,7.078278227531456
482,119532.0,3.850126043183213
483,27077.0,7.078278227531457
484,9700.0,5.3377235073005185
485,4366.0,9.999999999999998
486,270041.0,4.957677673915905
487,490633.0,5.850126043183214
488,199736.0,12.000000000000002
489,30095.0,11.519123465238708
490,4552.0,7.078278227531456
491,12128.0,12.0
492,279543.0,10.0
493,265806.0,5.943570231887873
494,116092.0,13.07053721014016
495,1528126.0,2.9576776739159047
496,51858.0,12.0
497,77373.0,11.192948999694984
498,151194.0,7.0189612789079305
499,20675.0,7.489013423323315
500,836942.0,5.850126043183214
501,239286.0,5.004399768268234
502,910410.0,6.000000000000001
503,404665.0,5.943570231887873
504,641436.0,2.9625315107958032
505,460251.0,8.0
506,46067.0,10.0
507,232060.0,4.9294627898598415
508,241214.0,12.0
509,144427.0,3.0326146523242983
510,333464.0,3.0559756995004626
511,351041.0,8.0
512,119379.0,13.07053721014016
513,27249.0,7.110511693856434
514,11547.0,7.428523155402882
515,7508.0,7.078278227531458
516,389299.0,5.850126043183214
517,23686.0,5.0351245109699985
518,60511.0,6.0834607306590796
519,14787.0,10.05218548502097
520,11563.0,5.999999999999999
521,4473.0,6.000000000000001
522,6480.0,6.000000000000001
523,2067.0,6.0
524,26713.0,6.0
525,14095.0,6.0
526,60689.0,6.0
527,80566.0,6.000000000000001
528,9957.0,6.0
529,11530.0,6.0
530,107335.0,6.000000000000001
531,8117.0,6.000000000000001
532,11621.0,6.0
533,10703.0,6.0
534,32627.0,6.0
535,47840.0,6.000000000000001
536,16315.0,6.000000000000001
537,17458.0,5.999999999999999
538,2933.0,6.0
539,37425.0,5.999999999999999
540,6711.0,5.999999999999999
541,86225.0,5.999999999999999
542,45933.0,6.0
543,6327.0,6.000000000000001
544,205942.0,6.0
545,3315.0,6.0
546,14879.0,6.0
547,201133.0,6.000000000000001
548,71287.0,5.999999999999999
549,1983.0,6.0
550,183478.0,6.0
551,4175.0,6.000000000000001
552,512377.0,6.0
553,23645.0,6.000000000000001
554,25875.0,6.000000000000001
555,109729.0,6.0
556,10754.0,6.0
557,109368.0,6.0
558,8548.0,6.000000000000001
559,12802.0,6.0
560,11480.0,6.0
561,24032.0,6.000000000000001
562,16473.0,6.0
563,484547.0,6.0
564,11580.0,6.0
565,6073.0,5.999999999999999
566,58684.0,6.000000000000001
567,97054.0,6.0
568,7009.0,5.999999999999999
569,2065.0,5.999999999999999
570,47742.0,6.000000000000001
571,13001.0,6.000000000000001
572,14134.0,6.0
573,6271.0,6.0
574,20488.0,6.0
575,90981.0,6.0
576,60829.0,5.999999999999999
577,167213.0,6.0
578,16163.0,6.0
579,748848.0,6.0
580,23713.0,6.0
581,2070.0,6.0
582,60936.0,5.999999999999999
583,38904.0,5.999999999999999
584,15086.0,6.000000000000001
585,16024.0,6.0
586,579926.0,5.999999999999999
587,30492.0,6.0
588,139735.0,6.000000000000001
589,5913.0,6.000000000000001
590,22090.0,6.0
591,27448.0,6.0
592,18457.0,6.0
593,8336.0,5.999999999999999
594,172989.0,6.000000000000001
595,111555.0,6.000000000000001
596,5877.0,6.000000000000001
597,60886.0,5.999999999999999
598,11688.0,6.0
599,8294.0,6.000000000000001
600,11013.0,6.0
601,5076.0,6.0
602,5549.0,6.0
603,21039.0,6.0
604,14221.0,6.0
605,5785.0,6.0
606,33216.0,6.000000000000001
607,23149.0,6.0
608,35989.0,6.000000000000001
609,6206.0,6.000000000000001
610,10567.0,6.0
611,72239.0,5.999999999999999
612,23214.0,6.0
613,15315.0,6.0
614,9571.0,6.0
615,7002.0,6.000000000000001
616,22124.0,5.999999999999999
617,4841.0,5.999999999999999
618,16286.0,6.000000000000001
619,3773.0,6.0
620,13143.0,6.0
621,22598.0,6.0
622,5416.0,6.0
623,16096.0,6.0
624,24752.0,5.999999999999999
625,123667.0,6.0
626,81243.0,6.0
627,32051.0,6.000000000000001
628,11307.0,6.0
629,122713.0,6.0
630,18540.0,6.0
631,26176.0,6.0
632,12832.0,6.0
633,15249.0,6.0
634,26196.0,6.0
635,5943.0,6.0
636,16586.0,6.0
637,1522.0,6.0
638,13283.0,6.0
639,4291.0,6.000000000000001
640,129486.0,6.000000000000001
641,62778.0,6.0
642,3024.0,5.999999999999999
643,9937.0,6.0
644,5834.0,6.0
645,46504.0,6.000000000000001
646,18671.0,6.0
647,2809.0,6.0
648,17491.0,6.000000000000001
649,4501.0,6.000000000000001
650,1222.0,6.0
651,11738.0,6.0
652,5377.0,6.0
653,6194.0,6.0
654,6212.0,6.0
655,30337.0,6.0
656,25500.0,5.999999999999999
657,16033.0,6.0
658,10654.0,6.0
659,4239.0,5.999999999999999
660,43603.0,6.0
661,5671.0,5.999999999999998
662,5894.0,6.0
663,21379.0,6.0
664,18949.0,6.0
665,43957.0,6.000000000000001
666,75745.0,6.0
667,20069.0,6.000000000000001
668,3789.0,6.000000000000001
669,13086.0,6.0
670,18589.0,6.000000000000001
671,1716.0,6.0
672,3215.0,6.000000000000001
673,21802.0,6.000000000000001
674,58086.0,6.0
675,4549.0,6.0
676,6704.0,6.0
677,6597.0,6.000000000000001
678,13162.0,6.0
679,118521.0,4.0
680,502970.0,4.0
681,42841.0,4.0
682,101666.0,4.0
683,346361.0,10.0
684,3378.0,6.0
685,52897.0,8.0
686,4167.0,10.0
687,6769.0,6.000000000000001
688,26384.0,10.05218548502097
689,17472.0,11.026092742510485
690,6511.0,3.947814514979029
691,37335.0,10.0
692,73670.0,3.9735470475425143
693,8889.0,9.026092742510487
694,1755.0,3.0
695,880.0,10.0
696,134650.0,6.0
697,4390.0,6.0
698,12021.0,6.803530908747604
699,438.0,4.0
700,5531.0,3.947814514979029
701,3198.0,6.0
702,14718.0,6.0
703,8883.0,4.0
704,8715.0,5.895629029958057
705,13437.0,9.999999999999998
706,7658.0,8.0
707,12006.0,6.0
708,19080.0,4.1472095567712355
709,10576.0,5.136860560473437
710,125242.0,4.041868257472431
711,27732.0,7.793703246938091
712,6198.0,3.947814514979029
713,2507.0,3.9478145149790285
714,2500.0,6.0
715,25306.0,5.895629029958057
716,9995.0,8.0
717,26591.0,8.0
718,3231.0,10.0
719,6073.0,3.8956290299580574
720,14591.0,11.026092742510485
721,4066.0,4.869536287447571
722,8199.0,8.052185485020972
723,8698.0,5.906269897252195
724,49842.0,8.0
725,9197.0,5.999999999999999
726,7013.0,6.0
727,44627.0,4.0521854850209715
728,3806.0,2.0
729,10297.0,5.999999999999999
730,34153.0,6.0
731,3097.0,8.0
732,22738.0,8.052185485020972
733,3284.0,5.026092742510485
734,10405.0,6.0
735,7769.0,2.0
736,122822.0,8.05218548502097
737,10767.0,6.000000000000001
738,10993.0,10.0
739,9398.0,2.0
740,25960.0,5.999999999999999
741,29069.0,8.0
742,1665034.0,6.023361047176166
743,12616.0,4.0
744,7625.0,4.0
745,65805.0,7.078278227531457
746,10239.0,5.026092742510485
747,11617.0,8.0
748,631995.0,4.0
749,11835.0,6.0
750,4238.0,10.765165317405625
751,24465.0,7.078278227531458
752,13592.0,5.999999999999999
753,9294.0,2.0
754,29055.0,4.0
755,24741.0,2.0
756,3520.0,2.0
757,9286.0,4.0
758,35856.0,4.0
759,5692.0,6.000000000000001
760,52219.0,9.925764266492486
761,11921.0,2.0
762,2997.0,8.0
763,4441.0,4.0
764,36350.0,6.052185485020972
765,18217.0,2.0
766,32515.0,2.0
767,6812.0,4.0
768,24022.0,5.078278227531457
769,15442.0,9.026092742510485
770,16262.0,6.000000000000001
771,7797.0,4.0
772,308025.0,2.0
773,68517.0,4.0
774,91622.0,13.843443544937083
775,14656.0,0.0
776,464526.0,10.9673853476757
777,74752.0,2.0
778,8927.0,2.0521854850209715
779,21415.0,4.0
780,20758.0,6.0
781,9981.0,4.0521854850209715
782,16618.0,2.0
783,210472.0,7.929916858471505
784,67406.0,4.0
785,67218.0,1.947814514979029
786,30760.0,2.9217217724685427
787,184284.0,7.078278227531458
788,25229.0,4.0
789,8435.0,0.0
790,9102.0,8.0
791,10828.0,4.0
792,8968.0,0.0
793,12926.0,2.0
794,26339.0,5.999999999999999
795,16956.0,4.0
796,22336.0,4.0
797,8800.0,8.052185485020972
798,1498909.0,6.0
799,34483.0,4.0
800,117790.0,4.0
801,15151.0,2.0
802,12142.0,2.0
803,10122.0,6.0
804,2823.0,0.0
805,4341.0,8.0
806,4081.0,8.0
807,20290.0,4.0
808,9506.0,4.0
809,86205.0,0.0
810,168619.0,4.0
811,15631.0,0.0
812,139246.0,2.0
813,4979.0,2.0
814,3469.0,2.0
815,14893.0,6.000000000000001
816,3623.0,4.0521854850209715
817,26895.0,6.0
818,91651.0,8.0
819,12335.0,6.000000000000001
820,27333.0,5.999999999999999
821,7669.0,12.8173508024266
822,15834.0,6.052185485020971
823,9951.0,2.0
824,9896.0,2.0
825,11106.0,5.999999999999999
826,9702.0,4.0
827,36572.0,6.000000000000001
828,428909.0,2.0
829,48182.0,4.0521854850209715
830,94896.0,4.0
831,27442.0,5.026092742510486
832,14671.0,2.0
833,17394.0,9.739072574895143
834,93970.0,8.967385347675702
835,18687.0,20.0
836,242146.0,20.017784164907713
837,49058.0,20.044893441818495
838,5757.0,4.0
839,7383.0,20.095405384918514
840,53588.0,18.02741629174417
841,12301.0,6.0
842,13253.0,8.0
843,20989.0,6.0
844,84796.0,7.943570231887872
845,17340.0,22.0
846,18623.0,19.961055736209204
847,7162.0,6.0521854850209715
848,16144.0,19.955209556090722
849,36857.0,6.000000000000001
850,16365.0,22.0
851,27611.0,20.07930377258491
852,68179.0,20.0
853,28838.0,22.0
854,112695.0,6.0
855,14273.0,20.151540741334045
856,56816.0,5.227466703230842
857,10909.0,4.0
858,16116.0,6.0
859,12288.0,5.999999999999999
860,22067.0,4.0
861,39311.0,20.05592084138111
862,20020.0,19.709791877979214
863,258795.0,20.017784164907713
864,60958.0,8.0
865,27701.0,4.0
866,120637.0,20.018337687504467
867,29381.0,8.0
868,55543.0,8.08620925656746
869,23911.0,20.091388365557435
870,26139.0,11.078278227531458
871,21927.0,20.033173405676802
872,11088.0,19.7417794614213
873,20345.0,20.10712061618584
874,16894.0,7.130463712552428
875,107303.0,6.0
876,20778.0,19.755169561282923
877,49120.0,20.0
878,15285.0,6.0
879,334394.0,20.01778416490771
880,71394.0,20.0
881,29972.0,20.024377626362277
882,83715.0,5.999999999999999
883,561342.0,10.0
884,27617.0,20.079286770923055
885,6592.0,8.0
886,20125.0,22.000000000000004
887,79846.0,6.000000000000001
888,22985.0,3.72557965836435
889,49443.0,20.044546463443947
890,9545.0,4.0
891,28346.0,20.07727394196515
892,4259.0,4.0
893,12259.0,20.0
894,14361.0,19.94978818088207
895,8310.0,4.0
896,11801.0,20.0
897,8310.0,20.0
898,122633.0,5.999999999999999
899,17481.0,4.0
900,8093.0,22.0
901,23217.0,20.0
902,14866.0,18.0
903,19596.0,4.0
904,10612.0,22.0
905,171830.0,5.999999999999999
906,15659.0,4.0
907,28250.0,19.97415561889937
908,14057.0,20.0
909,15601.0,22.0
910,22714.0,4.0
911,12299.0,20.11676875670319
912,6345.0,4.0
913,102323.0,4.0
914,10675.0,19.933030951477505
915,4528.0,8.0
916,110953.0,6.000000000000001
917,10053.0,8.0
918,62207.0,5.391522662703452
919,19270.0,20.112983938682664
920,5880.0,4.0
921,44527.0,20.0
922,18063.0,4.0
923,38716.0,4.0
924,18581.0,22.0
925,15748.0,6.0
926,23321.0,22.0
927,4945.0,10.0
928,2572.0,5.962291680772506
929,8918.0,8.771410811706078
930,7990.0,8.0
931,3895.0,5.9478145149790285
932,17407.0,9.078278227531456
933,76188.0,8.0
934,18544.0,4.101114336010144
935,16841.0,4.0
936,12943.0,10.104370970041943
937,10361.0,8.76278548528098
938,9458.0,10.05218548502097
939,6223.0,9.026092742510485
940,13826.0,4.133318668864176
941,8710.0,4.0
942,12294.0,4.0
943,28409.0,2.134363827576418
944,7401.0,9.575178573350495
945,7670.0,7.589999887285184
946,5621.0,6.917158680341746
947,10567.0,10.644283592506103
948,11464.0,8.0
949,30652.0,8.0
950,8544.0,8.759369794583138
951,70900.0,11.917583251167136
952,4715.0,8.0
953,4361.0,9.304053361175981
954,11638.0,8.0
955,24823.0,9.026092742510485
956,13628.0,8.0
957,63679.0,9.990308720075472
958,6091.0,4.0
959,11668.0,18.000000000000004
960,9639.0,8.744895432695872
961,5965.0,4.973907257489514
962,4671.0,2.0
963,6019.0,2.563740177813675
964,8462.0,6.0
965,7791.0,8.0
966,9271.0,10.052185485020972
967,7082.0,2.7342169065190736
968,10351.0,9.999999999999998
969,8721.0,2.0
970,12150.0,10.846904541947387
971,5870.0,5.121661848222295
972,6150.0,9.026092742510485
973,4462.0,9.026092742510485
974,11543.0,9.026092742510485
975,13365.0,9.026092742510487
976,24272.0,8.0
977,10215.0,8.0
978,99442.0,8.0
979,13087.0,8.0
980,6143.0,8.0
981,9932.0,8.0
982,20419.0,8.0
983,146358.0,7.929916858471505
984,6495.0,9.026092742510485
985,5565.0,8.0
986,8227.0,10.104370970041943
987,11602.0,10.0
988,13174.0,8.815088254433729
989,22912.0,9.026092742510485
990,22017.0,11.742452915602199
991,10236.0,3.2401470704243365
992,6576.0,7.078278227531457
993,5177.0,9.72345554666084
994,4927.0,9.37564791691929
995,6360.0,4.223616260625992
996,25462.0,8.0
997,8975.0,4.877375866499085
998,3832.0,8.447571776127683
999,9427.0,9.078278227531458
1000,5883.0,8.0
1001,16825.0,10.052185485020972
1002,4396.0,8.0
1003,305244.0,9.999999999999998
1004,57806.0,10.017718367410108
1005,13026.0,7.907578682328642
1006,3133.0,9.026092742510485
1007,6652.0,8.68038840771358
1008,117136.0,7.929916858471505
1009,7730.0,10.104370970041943
1010,21806.0,8.944921464026564
1011,61801.0,2.062906790983755
1012,10190.0,6.0
1013,3615.0,8.753691294951237
1014,7537.0,2.231675819335224
1015,4514.0,4.0
1016,19007.0,8.0
1017,37635.0,10.948442578885038
1018,14130.0,7.738724527107812
1019,3644.0,8.0
1020,21869.0,2.9739072574895142
1021,7085.0,4.921721772468542
1022,14074.0,11.078278227531458
1023,54787.0,8.0
1024,5014.0,8.615389919943688
1025,7138.0,2.0
1026,8418.0,8.0
1027,5400.0,7.026092742510485
1028,11085.0,8.0
1029,2912.0,7.078278227531456
1030,16220.0,6.0
1031,11270.0,2.0
1032,6302.0,10.0
1033,44362.0,5.966539382557366
1034,1835.0,6.0
1035,2239.0,6.0
1036,15223.0,6.0
1037,1907.0,6.0
1038,1515.0,10.0
1039,5544.0,10.0
1040,5649.0,8.0
1041,6078.0,6.000000000000001
1042,1102.0,10.0
1043,19458.0,8.0
1044,26056.0,6.0
1045,1996.0,6.000000000000001
1046,13555.0,2.0871610642727987
1047,5011.0,8.0
1048,74101.0,8.0
1049,1800.0,20.0
1050,1747.0,8.0
