bmd_for_all,dre_wo_vvpat_total,dre_w_vvpat_total,bmd_total,hand_fed_total,batch_fed_total
False,3.057872202625024e-06,3.3779800365086353e-06,0.0004992839819547801,0.0005086260763699623,1.2416814398537976e-05
True,1.3700992219173102e-05,1.3178850747405833e-05,0.002817412724679564,0.00046006929360357485,8.751091066819406e-06
